"","Name","Platform","Year_of_Release","Genre","Publisher","EU_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating","Name_imp","Platform_imp","Year_of_Release_imp","Genre_imp","Publisher_imp","EU_Sales_imp","Global_Sales_imp","Critic_Score_imp","Critic_Count_imp","User_Score_imp","User_Count_imp","Rating_imp"
"120","Uncharted 3: Drakes Deception","PS3",2011,"Action","Sony Computer Entertainment",2.75,6.74,92,97,8.3,3732,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"121","Zumba Fitness","Wii",2010,"Sports","505 Games",2.6,6.72,59,7,6.85,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"122","Call of Duty 4: Modern Warfare","PS3",2007,"Shooter","Activision",2.26,6.69,94,44,8.4,994,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123","Uncharted 2: Among Thieves","PS3",2009,"Action","Sony Computer Entertainment",2.2,6.67,96,105,8.8,5226,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"124","FIFA 12","PS3",2011,"Sports","Electronic Arts",4.3,6.65,60,7,6.55,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"125","Big Brain Academy","DS",2005,"Misc","Nintendo",2.75,6.63,74,45,7.4,27,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"126","The Legend of Zelda","NES",1986,"Action","Nintendo",0.93,6.51,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"127","Red Dead Redemption","PS3",2010,"Action","Take-Two Interactive",2.53,6.51,95,73,8.9,2475,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"128","FIFA 14","PS3",2013,"Sports","Electronic Arts",4.24,6.48,86,37,4.3,576,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129","Donkey Kong Country Returns","Wii",2010,"Platform","Nintendo",1.8,6.47,87,77,8.6,368,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130","Assassins Creed III","PS3",2012,"Action","Ubisoft",2.52,6.46,85,41,6.9,1314,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","Halo: Combat Evolved","X",2001,"Shooter","Microsoft Game Studios",1.3,6.43,97,68,8.6,1292,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132","The Elder Scrolls V: Skyrim","PS3",2011,"Role-Playing","Bethesda Softworks",2.61,6.42,92,16,6.4,2530,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","Pok\xc3\xa9mon Emerald Version","GBA",2004,"Role-Playing","Nintendo",1.58,6.41,76,28,9,223,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"134","Kingdom Hearts","PS2",2002,"Role-Playing","Sony Computer Entertainment",1.2,6.4,85,46,8.8,610,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135","Pok\xc3\xa9mon Crystal Version","G",2000,"Role-Playing","Nintendo",1.56,6.39,68,7,7.7,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"136","Red Dead Redemption","X360",2010,"Action","Take-Two Interactive",1.97,6.35,95,96,9,2327,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"137","Halo 3: ODST","X360",2009,"Shooter","Microsoft Game Studios",1.34,6.34,83,94,7.1,1166,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"138","Super Mario Sunshine","GC",2002,"Platform","Nintendo",1.26,6.31,92,61,8.6,444,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"139","World of Warcraft","PC",2004,"Role-Playing","Activision",6.22,6.31,93,57,7.3,2199,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"140","Street Fighter II: The World Warrior","SNES",1992,"Fighting","Capcom",0.83,6.3,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"141","Driver","PS",1999,"Action","GT Interactive",2.8,6.27,87,22,8,81,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"142","Gears of War 3","X360",2011,"Shooter","Microsoft Game Studios",1.59,6.21,91,96,7.8,1510,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"143","Kinect Sports","X360",2010,"Sports","Microsoft Game Studios",1.73,6.19,73,51,7.4,95,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"144","Gears of War","X360",2006,"Shooter","Microsoft Game Studios",1.88,6.09,94,88,8.3,2301,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"145","FIFA 15","PS4",2014,"Sports","Electronic Arts",4.33,6.08,82,47,5.7,993,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"146","Metal Gear Solid 2: Sons of Liberty","PS2",2001,"Action","Konami Digital Entertainment",2.01,6.05,96,42,8.7,1035,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"147","Sonic the Hedgehog 2","GEN",1992,"Platform","Sega",1.2,6.03,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"148","Metal Gear Solid","PS",1998,"Action","Konami Digital Entertainment",1.83,6.03,94,20,9.4,934,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"149","Metal Gear Solid 4: Guns of the Patriots","PS3",2008,"Action","Konami Digital Entertainment",1.71,5.99,94,82,8.7,3575,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"150","Final Fantasy XII","PS2",2006,"Role-Playing","Square Enix",0,5.95,92,64,7.7,982,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151","The Last of Us","PS3",2013,"Action","Sony Computer Entertainment Europe",2.19,5.89,95,98,9.1,8039,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152","LittleBigPlanet","PS3",2008,"Platform","Sony Computer Entertainment",1.98,5.82,95,85,6.8,5319,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"153","Resident Evil 2","PS",1998,"Action","Virgin Interactive",1.47,5.82,89,13,9.2,369,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"154","Call of Duty: Infinite Warfare","PS4",2016,"Shooter","Activision",2.57,5.8,77,86,3.5,1208,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"155","Dragon Quest IX: Sentinels of the Starry Skies","DS",2009,"Role-Playing","Nintendo",0.67,5.78,87,65,8.8,202,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"156","Tekken 2","PS",1996,"Fighting","Sony Computer Entertainment",1.89,5.74,89,8,8.9,102,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"157","Grand Theft Auto V","XOne",2014,"Action","Take-Two Interactive",2.32,5.74,97,14,7.9,774,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"158","Destiny","PS4",2014,"Shooter","Activision",2.07,5.66,76,95,6.1,5389,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"159","LEGO Star Wars: The Complete Saga","Wii",2007,"Action","LucasArts",1.56,5.64,80,17,8.9,62,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160","Cooking Mama","DS",2006,"Simulation","505 Games",1.91,5.64,67,35,7.2,21,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161","Tetris","NES",1988,"Puzzle","Nintendo",0.69,5.58,69,10,7.2,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"162","Super Smash Bros.","N64",1999,"Fighting","Nintendo",0.6,5.55,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"163","Assassins Creed II","PS3",2009,"Action","Ubisoft",1.93,5.55,91,70,8.6,1212,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"164","Assassins Creed","X360",2007,"Adventure","Ubisoft",1.64,5.54,81,77,7.7,1084,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"165","Forza Motorsport 3","X360",2009,"Racing","Microsoft Game Studios",1.9,5.49,92,90,8,516,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"166","Super Mario Advance","GBA",2001,"Platform","Nintendo",1.24,5.49,84,19,7.8,42,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"167","Batman: Arkham City","PS3",2011,"Action","Warner Bros. Interactive Entertainment",1.85,5.48,96,42,8.6,2174,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"168","Monster Hunter Freedom Unite","PSP",2008,"Role-Playing","Capcom",0.55,5.48,81,48,8.7,124,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"169","Mario Kart: Super Circuit","GBA",2001,"Racing","Nintendo",1.64,5.47,93,24,8.3,108,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"170","Super Mario World","GBA",2001,"Platform","Nintendo",1.11,5.46,75,18,8,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"171","Pokemon Stadium","N64",1999,"Strategy","Nintendo",1.24,5.45,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"172","Crash Bandicoot: The Wrath of Cortex","PS2",2001,"Platform","Universal Interactive",2.29,5.42,66,22,7.1,161,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"173","Minecraft","PS3",2014,"Misc","Sony Computer Entertainment",2.42,5.41,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"174","Call of Duty: World at War","PS3",2008,"Shooter","Activision",1.83,5.4,85,45,7.6,410,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"175","Tomodachi Life","3DS",2013,"Simulation","Nintendo",2.23,5.39,71,52,7.6,156,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"176","Dr. Mario","G",1989,"Puzzle","Nintendo",0.96,5.34,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"177","Final Fantasy XIII","PS3",2009,"Role-Playing","Square Enix",1.21,5.34,83,83,7.2,2506,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"178","Pokemon Pinball","G",1999,"Misc","Nintendo",1.12,5.31,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"179","Final Fantasy IX","PS",2000,"Role-Playing","SquareSoft",0.77,5.3,94,22,8.9,792,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"180","Battlefield 1","PS4",2016,"Shooter","Electronic Arts",2.81,5.3,89,33,8.4,896,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"181","New Super Mario Bros. U","WiiU",2012,"Platform","Nintendo",1.4,5.29,84,70,8.1,734,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"182","Assassins Creed III","X360",2012,"Action","Ubisoft",1.69,5.29,84,61,6.8,1204,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"183","Final Fantasy X-2","PS2",2003,"Role-Playing","Electronic Arts",1.08,5.29,85,45,6.6,404,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"184","Call of Duty: Advanced Warfare","XOne",2014,"Shooter","Activision",1.55,5.28,81,53,5.4,900,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"185","Donkey Kong 64","N64",1999,"Platform","Nintendo",0.79,5.27,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"186","Assassins Creed II","X360",2009,"Action","Ubisoft",1.55,5.27,90,82,8.8,1320,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"187","Tomb Raider II","PS",1997,"Action","Eidos Interactive",2.46,5.24,85,13,9.05,69,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"188","Madden NFL 2004","PS2",2003,"Sports","Electronic Arts",0.26,5.23,94,29,8.5,140,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"189","Dragon Quest VIII: Journey of the Cursed King","PS2",2004,"Role-Playing","Square Enix",0.75,5.21,89,63,8.8,249,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"190","Super Mario Bros. 3","GBA",2003,"Platform","Nintendo",1.25,5.2,67,18,8.85,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"191","Professor Layton and the Curious Village","DS",2007,"Puzzle","Nintendo",2.43,5.19,85,72,8.6,149,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"192","Super Mario Land 3: Wario Land","G",1994,"Platform","Nintendo",0.98,5.19,69,10,7.2,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"193","FIFA Soccer 13","X360",2012,"Action","Electronic Arts",3.47,5.17,90,48,6.1,404,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"194","Diablo III","PC",2012,"Role-Playing","Activision",2.17,5.17,88,86,4,9643,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"195","Donkey Kong Country 2: Diddys Kong Quest","SNES",1995,"Platform","Nintendo",0.74,5.15,69,10,7.4,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"196","Medal of Honor: Rising Sun","PS2",2003,"Shooter","Electronic Arts",2.23,5.13,68,30,7.6,100,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"197","Kirbys Dream Land","G",1992,"Platform","Nintendo",0.61,5.13,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"198","Microsoft Flight Simulator","PC",1996,"Simulation","Microsoft Game Studios",1.69,5.12,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"199","Guitar Hero II","PS2",2006,"Misc","RedOctane",0.63,5.12,92,69,8.5,113,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"200","Fable III","X360",2010,"Role-Playing","Microsoft Game Studios",1.08,5.1,80,88,6.5,608,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"201","Mario & Sonic at the Olympic Games","DS",2008,"Sports","Sega",2.45,5.09,57,7,6.4,9,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"202","Resident Evil 5","PS3",2009,"Action","Capcom",1.41,5.09,84,76,7.5,671,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"203","The Legend of Zelda: Phantom Hourglass","DS",2007,"Action","Nintendo",1.8,5.08,90,57,8,418,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"204","FIFA Soccer 11","PS3",2010,"Sports","Electronic Arts",3.28,5.07,89,51,8,233,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"205","Super Mario Bros.","G",1999,"Platform","Nintendo",1.3,5.07,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"206","The Last of Us","PS4",2014,"Action","Sony Computer Entertainment",2.12,5.06,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"207","Resident Evil","PS",1996,"Action","Virgin Interactive",1.16,5.05,91,8,9,268,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"208","Grand Theft Auto: Vice City Stories","PSP",2006,"Action","Take-Two Interactive",1.99,5.03,86,50,8,152,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"209","Tony Hawks Pro Skater","PS",1999,"Sports","Activision",1.38,5.02,92,18,9.2,69,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"210","Warzone 2100","PS",1999,"Strategy","Eidos Interactive",1.89,5.01,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"211","Spyro the Dragon","PS",1998,"Platform","Sony Computer Entertainment",1.36,5,76,11,8.25,27,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"212","Guitar Hero III: Legends of Rock","PS2",2007,"Misc","Activision",0.01,4.98,82,24,8.2,47,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"213","Links Crossbow Training","Wii",2007,"Shooter","Nintendo",1.17,4.98,68,34,7.1,47,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"214","Fallout 3","X360",2008,"Role-Playing","Bethesda Softworks",0.99,4.94,93,84,8.5,1658,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"215","Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness","DS",2007,"Role-Playing","Nintendo",1.19,4.93,65,13,6.85,16,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"216","Super Smash Bros. for Wii U and 3DS","WiiU",2014,"Fighting","Nintendo",1.1,4.93,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"217","Uncharted: Drakes Fortune","PS3",2007,"Action","Sony Computer Entertainment",1.72,4.92,88,66,8.1,2332,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"218","Madden NFL 06","PS2",2005,"Sports","Electronic Arts",0.26,4.91,88,29,8,121,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"219","Diddy Kong Racing","N64",1997,"Racing","Nintendo",0.99,4.88,77,11,8.35,141,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"220","Monster Hunter Freedom 3","PSP",2010,"Role-Playing","Capcom",0,4.87,60,6,6.85,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"221","StarCraft II: Wings of Liberty","PC",2010,"Strategy","Activision",1.69,4.85,93,82,8.2,3057,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"222","Dr. Mario","NES",1990,"Puzzle","Nintendo",0.6,4.85,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"223","Assassins Creed","PS3",2007,"Adventure","Ubisoft",2,4.82,81,40,7.3,777,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"224","God of War III","PS3",2010,"Action","Sony Computer Entertainment",1.34,4.8,92,101,8.7,2647,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"225","Uncharted: The Nathan Drake Collection","PS4",2015,"Action","Sony Computer Entertainment",1.79,4.8,86,78,8.1,1289,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"226","Crash Team Racing","PS",1999,"Racing","Sony Computer Entertainment",1.57,4.79,88,20,9,239,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"227","LEGO Star Wars: The Complete Saga","DS",2007,"Action","LucasArts",1.48,4.76,80,9,5.4,46,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"228","Driver 2","PS",2000,"Action","Atari",2.1,4.73,62,14,7.7,93,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"229","Batman: Arkham City","X360",2011,"Action","Warner Bros. Interactive Entertainment",1.27,4.73,94,87,8.7,1477,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"230","The Simpsons: Hit & Run","PS2",2003,"Racing","Vivendi Games",2.19,4.7,67,18,8.85,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"231","Tony Hawks Pro Skater 2","PS",2000,"Sports","Activision",1.41,4.68,98,19,7.7,301,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"232","The Lord of the Rings: The Two Towers","PS2",2002,"Action","Electronic Arts",1.95,4.67,82,32,8.2,78,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"233","Tomb Raider","PS",1996,"Action","Eidos Interactive",1.97,4.63,91,13,8.6,149,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"234","Animal Crossing: City Folk","Wii",2008,"Simulation","Nintendo",1.12,4.62,73,50,7.6,120,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"235","Luigis Mansion: Dark Moon","3DS",2013,"Action","Nintendo",1.39,4.62,86,74,8.4,461,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"236","Minecraft","PS4",2014,"Misc","Sony Computer Entertainment Europe",2.13,4.62,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"237","Halo 5: Guardians","XOne",2015,"Shooter","Microsoft Game Studios",1.29,4.61,84,101,6.4,2455,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"238","The Legend of Zelda: A Link to the Past","SNES",1991,"Action","Nintendo",0.91,4.61,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
