"","Name","Platform","Year_of_Release","Genre","Publisher","EU_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating","Name_imp","Platform_imp","Year_of_Release_imp","Genre_imp","Publisher_imp","EU_Sales_imp","Global_Sales_imp","Critic_Score_imp","Critic_Count_imp","User_Score_imp","User_Count_imp","Rating_imp"
"3758","Harry Potter and the Deathly Hallows - Part 1","Wii",2010,"Action","Electronic Arts",0.27,0.54,41,8,5,11,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3759","War of the Monsters","PS2",2003,"Fighting","Sony Computer Entertainment",0.2,0.54,80,41,8.9,68,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3760","Time Crisis: Razing Storm","PS3",2010,"Shooter","Namco Bandai Games",0.2,0.54,58,49,5.9,15,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3761","NBA Street Vol. 2","GC",2003,"Sports","Electronic Arts",0.11,0.54,88,16,8.1,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3762","Monster Jam: Path of Destruction","Wii",2010,"Racing","Activision",0.02,0.54,62,9,6.8,10,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3763","The Incredible Hulk: Ultimate Destruction","PS2",2005,"Action","Vivendi Games",0.2,0.54,83,41,8.7,38,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3764","Summer Sports: Paradise Island","Wii",2008,"Sports","Ubisoft",0.01,0.54,46,7,4.6,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3765","Inazuma Eleven GO","3DS",2011,"Role-Playing","Nintendo",0.05,0.53,53,5,5.9,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3766","Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare","SAT",1998,"Adventure","Sega",0,0.53,72,13,8.25,30,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3767","Time Crisis II","PS2",2001,"Shooter","Namco Bandai Games",0.2,0.53,81,21,7.9,20,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3768","Clock Tower","PS",1996,"Adventure","ASCII Entertainment",0.05,0.53,66,7,7.05,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3769","NCAA March Madness 06","PS2",2005,"Sports","Electronic Arts",0.02,0.53,78,19,9.1,13,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3770","Monster High: Ghoul Spirit","Wii",2011,"Misc","THQ",0.07,0.53,63,6,6.35,9,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3771","Valkyria Chronicles II","PSP",2010,"Role-Playing","Sega",0.15,0.53,83,54,8.1,67,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3772","Jampack Volume 11","PS2",2004,"Misc","Sony Computer Entertainment",0.2,0.53,75,16,8.15,21,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3773","Tatsunoko vs. Capcom: Ultimate All-Stars","Wii",2010,"Fighting","Capcom",0.15,0.53,85,62,8.8,85,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3774","Rune Factory: A Fantasy Harvest Moon","DS",2006,"Role-Playing","Rising Star Games",0.01,0.53,78,26,8.1,52,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3775","Legacy of Kain: Defiance","PS2",2003,"Action","Eidos Interactive",0.2,0.53,75,34,9.3,49,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3776","Battlefield 1","PC",2016,"Shooter","Electronic Arts",0.32,0.53,88,54,7.5,1263,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3777","SpongeBob SquarePants: Game Boy Advance Video Volume 2","GBA",2004,"Misc","THQ",0.14,0.53,70,22,8,15,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3778","007 Racing","PS",2000,"Racing","Electronic Arts",0.2,0.53,51,16,4.6,14,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3779","NCAA March Madness 2005","PS2",2004,"Sports","Electronic Arts",0.02,0.53,78,19,8.3,13,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3780","Tactics Ogre: Let Us Cling Together","PSP",2010,"Role-Playing","Square Enix",0.07,0.53,87,49,8.7,102,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3781","Conflict: Vietnam","PS2",2004,"Shooter","SCi",0.2,0.53,58,24,8.1,21,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3782","2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe","X",2004,"Misc","Sega",0.11,0.53,63,13,8,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3783","Manhunt 2","Wii",2007,"Action","Take-Two Interactive",0.23,0.53,62,38,7.1,46,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3784","MLB SlugFest 20-04","PS2",2003,"Sports","Midway Games",0.2,0.53,78,23,8.3,8,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3785","Gex 3: Deep Cover Gecko","PS",1999,"Platform","Eidos Interactive",0.2,0.53,64,9,7,9,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3786","NASCAR 09","PS2",2008,"Racing","Electronic Arts",0.2,0.53,83,47,7.9,8,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"3787","Blitz: The League","X",2004,"Sports","Midway Games",0.11,0.53,78,30,7.7,14,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3788","Jampack Vol. 2","PS",1996,"Misc","Sony Computer Entertainment",0.2,0.53,59,8,5.9,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3789","Virtual Soccer","SNES",1993,"Sports","Hudson Soft",0,0.53,72,13,7.45,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3790","G-Force","DS",2009,"Action","Disney Interactive Studios",0.21,0.53,73,35,9,5,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"3791","Romance of the Three Kingdoms IV: Wall of Fire","SNES",1994,"Strategy","Tecmo Koei",0,0.53,72,13,7.45,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3792","Winning Post","SNES",1993,"Sports","Tecmo Koei",0,0.53,72,13,7.45,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3793","Peter Jacksons King Kong: The Official Game of the Movie","X",2005,"Action","Ubisoft",0.17,0.53,82,43,8.5,11,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3794","Burnout Revenge","X",2005,"Racing","Electronic Arts",0.19,0.53,89,65,8.4,66,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3795","Medal of Honor: European Assault","X",2005,"Shooter","Electronic Arts",0.19,0.53,72,42,7,15,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3796","Ty the Tasmanian Tiger 2: Bush Rescue","PS2",2004,"Platform","Electronic Arts",0.2,0.53,71,24,8.2,22,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3797","The Lord of the Rings: The Fellowship of the Ring","X",2002,"Action","Universal Interactive",0.19,0.53,59,23,6.6,10,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3798","NBA 06","PS2",2005,"Sports","Sony Computer Entertainment",0.2,0.53,63,26,6.3,27,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3799","Inazuma Eleven","DS",2008,"Role-Playing","Nintendo",0.13,0.53,74,11,8.5,11,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3800","Excite Truck","Wii",2006,"Racing","Nintendo",0.03,0.53,72,57,8.4,83,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3801","Phoenix Wright: Ace Attorney - Justice for All","DS",2006,"Adventure","Capcom",0.04,0.53,71,19,7.35,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3802","Bulletstorm","PS3",2011,"Shooter","Electronic Arts",0.2,0.53,83,57,7.7,288,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3803","Spider-Man","N64",2000,"Action","Activision",0.09,0.53,64,12,7.65,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3804","Hello Kitty: Big City Dreams","DS",2008,"Puzzle","Empire Interactive",0.07,0.53,62,13,7.1,9,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3805","Magicians Quest: Mysterious Times","DS",2008,"Role-Playing","Konami Digital Entertainment",0.01,0.53,69,13,7.6,9,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3806","X-Men Legends","GC",2004,"Role-Playing","Activision",0.11,0.53,81,36,8.4,12,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3807","Dragon Age: Inquisition","X360",2014,"Role-Playing","Electronic Arts",0.12,0.53,62,18,5.1,236,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"3808","Plants vs. Zombies: Garden Warfare 2","PS4",2016,"Shooter","Electronic Arts",0.23,0.53,81,29,7.7,114,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3809","Front Mission 2","PS",1997,"Strategy","SquareSoft",0,0.53,74,15,8.7,17,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3810","Jewel Master Egypt","DS",2009,"Puzzle","Rondomedia",0.27,0.53,56,9,6.25,5,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3811","ModNation Racers","PSP",2010,"Racing","Sony Computer Entertainment",0.26,0.53,73,22,7.7,22,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3812","LEGO Jurassic World","WiiU",2015,"Action","Warner Bros. Interactive Entertainment",0.19,0.53,71,5,8.1,14,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3813","WWE SmackDown vs. Raw 2010","DS",2009,"Fighting","THQ",0.13,0.53,75,7,8.3,4,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3814","Are You Smarter Than A 5th Grader?","DS",2007,"Misc","Mindscape",0,0.53,67,11,6.75,12,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3815","Oni","PS2",2001,"Action","Take-Two Interactive",0.2,0.53,69,24,7.8,23,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3816","How to Train Your Dragon","DS",2010,"Action","Activision",0.17,0.53,60,8,6.65,10,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3817","Tom Clancys Ghost Recon Advanced Warfighter 2","PSP",2007,"Shooter","Ubisoft",0.09,0.53,61,12,6.4,9,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3818","SpongeBob SquarePants featuring Nicktoons: Globs of Doom","Wii",2008,"Action","THQ",0,0.53,47,5,5.4,10,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3819","Terminator Salvation","PS3",2009,"Shooter","Warner Bros. Interactive Entertainment",0.28,0.53,43,41,3.9,71,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3820","Disgaea 3: Absence of Justice","PS3",2008,"Role-Playing","Square Enix",0.03,0.53,78,51,7.5,150,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3821","The Lord of the Rings: The Two Towers","GC",2002,"Action","Electronic Arts",0.11,0.53,82,13,8.7,23,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3822","Batman: Arkham City","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.28,0.53,91,27,8.6,1861,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3823","Skylanders: SuperChargers","WiiU",2015,"Action","Activision",0.21,0.53,87,13,5.6,65,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3824","Frozen: Olafs Quest","DS",2013,"Platform","Disney Interactive Studios",0.27,0.53,58,8,5.05,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3825","Juiced","PS2",2005,"Racing","THQ",0.2,0.53,68,36,7.7,24,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3826","The Warriors","PS2",2005,"Action","Take-Two Interactive",0.02,0.53,84,52,8.5,73,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3827","F1 2016 (Codemasters)","PS4",2016,"Racing","Codemasters",0.39,0.53,69,8,6.75,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3828","J-League Soccer: Prime Goal 2","SNES",1994,"Sports","Namco Bandai Games",0,0.53,72,13,7.45,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3829","Star Fox Command","DS",2006,"Shooter","Nintendo",0.01,0.53,76,56,7.3,56,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3830","NASCAR 2000","N64",1999,"Racing","Electronic Arts",0.03,0.53,63,10,8.25,9,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3831","Wayne Gretzkys 3D Hockey","N64",1996,"Sports","Nintendo",0.03,0.53,63,14,7.3,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3832","Pachi-Slot Aruze Oukoku 4","PS",2000,"Misc","Aruze Corp",0,0.53,72,7,7.4,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3833","Return to Castle Wolfenstein: Operation Resurrection","PS2",2003,"Shooter","Activision",0.2,0.53,66,21,8,23,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3834","Mario Tennis: Power Tour","GBA",2005,"Sports","Nintendo",0.09,0.52,81,21,8,25,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3835","Tales of Symphonia","PS3",2013,"Role-Playing","Namco Bandai Games",0.12,0.52,69,18,7.2,6,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"3836","Seaman","DC",1999,"Simulation","Sega",0,0.52,82,24,8.4,16,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3837","The Grinch","PS",1999,"Adventure","Konami Digital Entertainment",0.2,0.52,55,8,8.3,25,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3838","Rory McIlroy PGA Tour","PS4",2015,"Action","Electronic Arts",0.25,0.52,61,33,3.7,78,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3839","Michael Jackson: The Experience","PS3",2011,"Misc","Ubisoft",0.19,0.52,66,11,8.4,16,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3840","Lords of the Fallen","PS4",2014,"Role-Playing","Square Enix",0.24,0.52,68,45,6.5,436,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3841","Tales of Destiny","PS2",2006,"Role-Playing","Namco Bandai Games",0,0.52,62,20,7.4,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3842","Stuntman: Ignition","PS3",2007,"Racing","THQ",0.26,0.52,76,18,6.2,12,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3843","LEGO Marvel Super Heroes","PSV",2013,"Action","Warner Bros. Interactive Entertainment",0.29,0.52,57,6,4.55,15,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3844","Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team","DS",2010,"Simulation","Electronic Arts",0,0.52,58,6,7.3,9,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3845","F.E.A.R. 2: Project Origin","X360",2009,"Shooter","Warner Bros. Interactive Entertainment",0.15,0.52,77,68,8,114,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3846","Madden NFL 07","PS3",2006,"Sports","Electronic Arts",0,0.52,76,25,4.2,22,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3847","WWE 2K16","PS3",2015,"Sports","Take-Two Interactive",0.21,0.52,80,21,6,21,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"3848","Mystery Dungeon: Shiren the Wanderer","DS",2006,"Role-Playing","Sega",0,0.52,69,27,8.2,21,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3849","GT Pro Series","Wii",2006,"Racing","Ubisoft",0.01,0.52,41,15,4,21,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3850","Tiger Woods PGA Tour 11","X360",2010,"Sports","Electronic Arts",0.19,0.52,79,51,7.8,19,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3851","The Golden Compass","PS2",2007,"Action","Sega",0,0.52,46,10,5.2,6,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3852","Guinness World Records: The Videogame","DS",2008,"Action","Warner Bros. Interactive Entertainment",0.01,0.52,70,4,7.45,14,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3853","Final Fantasy Chronicles","PS",2001,"Role-Playing","Square",0.2,0.52,89,15,9.1,37,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3854","F1 2009","PSP",2009,"Racing","Codemasters",0.29,0.52,68,23,7.2,14,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3855","Tales of Symphonia: Dawn of the New World","Wii",2008,"Role-Playing","Namco Bandai Games",0.04,0.52,68,46,7.1,94,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3856","Syphon Filter 3","PS",2001,"Shooter","Sony Computer Entertainment",0.2,0.52,73,19,8.5,36,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3857","Metal Gear Solid 2: Substance","PS2",2002,"Action","Konami Digital Entertainment",0.14,0.52,87,17,9,126,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3858","NBA Live 08","X360",2007,"Sports","Electronic Arts",0,0.52,73,37,5.3,19,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3859","Puzzle & Dragons Z + Super Mario Bros. Edition","3DS",2015,"Puzzle","Nintendo",0.1,0.52,63,5,6.6,25,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3860","We Love Katamari","PS2",2005,"Puzzle","Electronic Arts",0.2,0.52,86,61,8.9,51,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3861","Sesame Street: Once Upon A Monster","X360",2011,"Misc","Warner Bros. Interactive Entertainment",0.09,0.52,79,26,6.9,22,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3862","NCAA Football 2003","X",2002,"Sports","Electronic Arts",0.11,0.52,90,14,8.2,15,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3863","We Cheer","Wii",2008,"Simulation","505 Games",0,0.52,56,12,7.3,13,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3864","Ready 2 Rumble Boxing: Round 2","PS",2000,"Fighting","Midway Games",0.2,0.52,68,5,8.25,24,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3865","Mega Man 6","NES",1993,"Platform","Capcom",0.07,0.52,67,8,6.85,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3866","FIFA 12","PSP",2011,"Sports","Electronic Arts",0.25,0.52,64,4,6,9,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3867","NBA Live 09","PS3",2008,"Sports","Electronic Arts",0,0.52,75,32,7.8,15,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3868","Mission: Impossible","PS",1999,"Action","Infogrames",0.2,0.52,66,8,8.25,29,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3869","SingStar Dance","PS3",2010,"Misc","Sony Computer Entertainment",0.31,0.52,65,21,3.9,8,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3870","Rival Schools: United By Fate","PS",1998,"Fighting","Capcom",0.08,0.52,69,7,7.75,11,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3871","Swing Away Golf","PS2",2000,"Sports","Electronic Arts",0.13,0.52,78,15,8.35,10,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"3872","J-League Pro Soccer Club o Tsukurou! 3","PS2",2003,"Sports","Sega",0,0.52,69,9,7.15,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3873","Tomb Raider: Legend","PS2",2006,"Action","Eidos Interactive",0.19,0.52,82,43,7.2,99,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3874","Silent Hill: Origins","PSP",2007,"Action","Konami Digital Entertainment",0.15,0.52,78,40,7.8,107,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
